ID,bid,user_id,User's Nickname,Weibo text,Headline article url,Post location,Aite users,topic,Number of forwards,Number of comments,Number of likes,release time,publishing tools,Weibo picture url,Weibo video url,retweet_id
4.93E+15,ikrWUmiX,6810958693,Sports record announcer,"#NBATheme Week# [Classic Review of Assist Week: Trae Young assisted Huerter with a long pass] The Eagles won the jump ball, and Young caught the ball with one hand without stopping for a moment, throwing the ball directly to the frontcourt, and the quarterback A long pass assisted Huerter to score easily, and then the celebration with the bow and arrow 🏹️ was also quite handsome! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/pJtQv6pZlx087vyUKjig01041200dD3p0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=5 b4y0CZd2z&KID=unistore,video",
4.93E+15,NcRWK31zg,6357580456,Football private dining,"#NBATheme Week# [Classic Review of Assist Week: Marc Gasol's back-to-back long pass] Gasol stole the ball with his hands at the free throw line, threw it with both hands without turning his back to the frontcourt, and accurately guided the basketball directly to the hands of his teammates. Receive assists easily and freely! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:25,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/Ei4jNLzBlx087vAOm5W801041200mFeV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=mLtz AWEoyr&KID=unistore,video",
4.93E+15,NcRWK0PDT,2839107347,Weibo Basketball,"#NBATheme Week# [Classic Review of Assist Week: Marc Gasol's back-to-back long pass] Gasol stole the ball with his hands at the free throw line, threw it with both hands without turning his back to the frontcourt, and accurately guided the basketball directly to the hands of his teammates. Receive assists easily and freely! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",1,0,5,8/3/23 15:25,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/Ei4jNLzBlx087vAOm5W801041200mFeV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=mLtz AWEoyr&KID=unistore,video",
4.93E+15,nnJC,6357580435,Sports press conference,"#NBATheme Week# [Classic Review of Assist Week: Marc Gasol's back-to-back long pass] Gasol stole the ball with his hands at the free throw line, threw it with both hands without turning his back to the frontcourt, and accurately guided the basketball directly to the hands of his teammates. Receive assists easily and freely! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:25,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/Ei4jNLzBlx087vAOm5W801041200mFeV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=mLtz AWEoyr&KID=unistore,video",
4.93E+15,nnJC,3082734030,basketball notebook,"#NBATheme Week# [Classic Review of Assist Week: Marc Gasol's back-to-back long pass] Gasol stole the ball with his hands at the free throw line, threw it with both hands without turning his back to the frontcourt, and accurately guided the basketball directly to the hands of his teammates. Receive assists easily and freely! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:25,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/Ei4jNLzBlx087vAOm5W801041200mFeV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=mLtz AWEoyr&KID=unistore,video",
4.93E+15,NcRWJo69Q,6112650844,Weibo NBA,"#NBATheme Week# [Classic Review of Assist Week: Marc Gasol's back-to-back long pass] Gasol stole the ball with his hands at the free throw line, threw it with both hands without turning his back to the frontcourt, and accurately guided the basketball directly to the hands of his teammates. Receive assists easily and freely! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",1,0,1,8/3/23 15:25,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/Ei4jNLzBlx087vAOm5W801041200mFeV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322342&ssig=mLtz AWEoyr&KID=unistore,video",
4.92E+15,NabMM0sbL,2704824525,Qi Guan Changhong up,"Hello everyone, friends, you should develop the habit of watching first and then liking! The Guangdong team must improve the team's lineup this offseason. They cannot continue to use the current lineup to play next season. In this way, it will be difficult for the team to perform well. This season, the Guangdong team has shown its own strength. The shortcomings of the lineup, especially the young players in the team, they are simply not able to stand alone. This is definitely not possible. The Guangdong team must perform better to have a chance to regain the CBA League championship. At least it seems now. The rotation players in the Guangdong team were not strong enough, and they finally decided to propose a blockbuster deal. The team wanted to trade the No. 1 pick Chen Guohao from the Beijing Control Team. If the Guangdong team can sign Chen Guohao, the team's forward lineup will be very solid. They can make up for the loss of Zhou Peng's departure. Now the Guangdong team only has a relatively reliable player in the third position, Zhang Haojia. The performance of other players is not particularly outstanding. The Guangdong team intends to exchange two players, Wang Xinkai and Zhang Hao, for Chen Guohao. The team's sincerity is very sufficient. Wang Xinkai himself is a very important shooter in the Guangdong team. He can at least serve as A rotation-level player in the CBA league, and Zhang Hao has certain potential, he deserves to be well cultivated by the Beikong team. The Beikong team should consider completing this deal with the Guangdong team. After all, Chen Guohao has not proven his ability in the CBA league. It is almost the same for him to just replace Zhang Hao, but the Guangdong team also gave Wang Xinkai a player. The Beikong team will certainly not lose money if they agree to this deal. Both players can enter the Beikong team's rotation. They are equivalent to exchanging Ma Yong and Wang Junjie for Wang Xinkai and Zhang Hao. To be honest, if the Beikong team If you directly propose such a deal to the Guangdong team, the other party will definitely reject it. They don't need Ma Yong and Wang Junjie at all, but the player Chen Guohao is different. The second news from Guangdong University of Technology forward player Chen Guohao comes from Liaoning team forward player Zhang Zhenlin. He recently represented the Chinese men’s basketball team in the European training warm-up match. In the two warm-up matches against the Croatian men’s basketball team, Zhang Zhenlin scored a total of 41 points. , his personal ability has been recognized by the fans, and in these two games, Zhang Zhenlin was the player with the most points in the Chinese men's basketball team. He has now completely announced his rise and has become the main offensive point of the Chinese men's basketball team. After two games, Zhang Zhenlin has basically confirmed his strong position on the offensive end. Now the defenders of the Chinese men's basketball team are not very strong in scoring. They mainly rely on forward players and inside players to score. This will be a serious problem. The problem is, in world competitions, our defenders are not as good as players from strong European teams in terms of height and confrontation. This is definitely not possible. Defenders must also show their scoring ability in the CBA league. Even if naturalized player Li Kai will join in the future, the Chinese men's basketball team must have defenders to step up and play the main offensive position. Zhang Zhenlin's offensive ability with the ball has always been a shortcoming, and there must be players who can rely on breakthroughs for teammates. Create offensive space. The European training competition of the Chinese men's basketball team has just begun. There will be more powerful opponents waiting for the players. I hope Zhang Zhenlin can perform better and he may grow significantly. The third news about Zhang Zhenlin, the main forward player of the Chinese Men's Basketball Team, comes from the inside player Zhou Qi of the Chinese Men's Basketball Team. In the second warm-up match against the Croatian Men's Basketball Team, Zhou Qi played on behalf of the Chinese Men's Basketball Team, but after the first half of the game , he unexpectedly left the field due to injury, which made the fans very worried. Fortunately, everyone was just a false alarm. In the second half of the game, Zhou Qi returned from injury and started again. After the whole game, he scored 13 In terms of points and 10 rebounds, this performance is quite satisfactory. Although Zhou Qi's scoring is not as good as Zhang Zhenlin, his role in the entire game is irreplaceable. Zhou Qi can bring huge help to the Chinese men's basketball team. His abilities are very comprehensive, and now Zhou Qi is still Unable to exert all his strength, after all, he has not played a formal game for a long time. Zhou Qi needs to adapt to the rhythm of the game. There is still one month left before the World Cup. During this time, Zhou Qi must improve his state. get back. Zhou Qi is currently the strongest inside player in the Chinese men's basketball team. He can help the team on both the offensive and defensive ends. Whether Zhou Qi's performance is stable will directly determine the performance of the Chinese men's basketball team in the World Cup. Although In the future, the core player of the Chinese men's basketball team will most likely be Li Kai, but Zhou Qi is also an indispensable player in the team. This time, his injury is not a big problem. This is a blessing among misfortunes. Next, the players must pay attention to protecting their bodies during the warm-up match. Zhou Qi, the former Xinjiang team's main inside player, now has a very complete roster of Chinese men's basketball players. All the capable players in the league have been assembled. However, compared with the world's top teams, the current strength of the Chinese men's basketball team is still not enough. , in two warm-up games against the Croatian men's basketball team, the Chinese men's basketball team lost both games, and this was the second Croatian team. You must know that the Croatian men's basketball team has many players from the NBA league. They did not participate in the warm-up match against the Chinese men's basketball team. Most of the Croatian men's basketball team this time are players who play in the European league. Even so, the Chinese men's basketball team It is also difficult to beat the opponent. Maybe after Li Kai joins the team, the Chinese men's basketball team will have a chance to win.",,,,,0,0,1,7/17/23 0:25,Redmi Note 8 quad camera,"['https://wx3.sinaimg.cn/large/a13858cdgy1hfz7j6jmx5j20u00jdqgm.jpg', 'https://wx4.sinaimg.cn/large/a13858cdgy1hfz7j6vdmbj20u00kawp5.jpg', 'https://wx2.sinaimg.cn/ large/ a13858cdgy1hfz7j7gw1cj20u00k1k3f.jpg']",,
4.93E+15,NcP9jAszq,7496129659,clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang clang,"NBA [The league office has not vetoed Lillard’s plan to trade] #nba Zero Distance #According to famous reporter Shams, the NBA league told Lillard and his agent Aaron Goodwin that if Lillard’s In the future, the team continues to say that if Lillard only wants to be sent to the Heat, he may be punished. Some people in the league predict that the NBA will veto Lillard's trade to the Heat. According to NBA reporter Sean Deveney, sources revealed that the league office will not be involved and has no plans (to veto the transaction) in this regard. The reporter said that if the Heat made a fair offer for Lillard and the Trail Blazers agreed to the deal, if the league stepped in to stop it, it would break precedent. The NBA almost never participates in legal player transactions, even if they are obviously unfair. Balanced trade, when the Lillard-to-Miami trade finally comes to fruition, the NBA may not like it very much, but it won't stop it either.",,,,nba zero distance,0,0,1,8/3/23 8:18,NBA Super Talk,"['https://wx4.sinaimg.cn/large/008biZL5ly1hgj8qrtg09j30a60a60sm.jpg', 'https://wx4.sinaimg.cn/large/008biZL5ly1hgj8qskhf9j30a60a6aab.jpg', 'https://wx3.sinaimg.cn/large/ 008biZL5ly1hgj8qt6kflj30a60a6t8l.jpg', 'https://wx4.sinaimg.cn/large/008biZL5ly1hgj8qtt7eij30a60a6q30.jpg', 'https://wx2.sinaimg.cn/large/008biZL5ly1hgj8qumjwr j30a60a6wex.jpg', 'https://wx4.sinaimg. cn/large/008biZL5ly1hgj8quzbqnj30a60a6glh.jpg', 'https://wx3.sinaimg.cn/large/008biZL5ly1hgj8qviq40j30a60a6t8u.jpg', 'https://wx3.sinaimg.cn/large/008biZL5ly1hgj8 qvwowtj30a60a6dg2.jpg', 'https:// wx3.sinaimg.cn/large/008biZL5ly1hgj8qwc6h6j30a60a6glj.jpg']",,
4.93E+15,NcP9jCFI6,1253139560,Brother Qiang talks about things,"Do many people think like the barbecue sister that only tuition fees need to be paid in a school? Do you need money to eat? Does it cost money to go to college? Take another look at the 8 free benefits of the IPromise school opened by James in his hometown of Akron: 1. Free tuition 2. Free school uniforms 3. Free bicycles and helmets 4. Free transportation within 2 miles 5. Free breakfast, lunch and snacks 6. Food pantries for student families 7. Provide general education and employment opportunities for students’ parents 8. Pay college tuition for every student who enters the University of Akron after graduation. No bragging, no shame, overall performance off the court + on the court, I dare to say that James is the first person in the NBA! Today I’m going to make a pointless boast and not accept any refutation! #basketballsummerdoesn’tcool##nba星行中国#",,,,"Basketball doesn’t cool down in summer, NBA Star China",0,3,3,8/3/23 8:18,I'm a James fan.,['https://wx3.sinaimg.cn/large/4ab16468ly1hgj8qnsgu4j20u00w4jxb.jpg'],,
4.93E+15,NcP97d5yB,6425281847,Curry's Selection,"Graham was charged with misdemeanor drunken driving last July and was sentenced to 21 days in jail, suspended for 12 months and ordered to pay a $393 fine and related costs. The NBA officially announced that Graham was suspended for two games and without pay.",,,,,0,0,14,8/3/23 8:17, Curry YYDS,['https://wx1.sinaimg.cn/large/0070PPkbgy1hgj8pe00ewj30xc0ir0uk.jpg'],,
4.93E+15,NcP8pbpYa,3182823732,grains of salt victor,Duncan's wonderful life after retirement #basketball summer does not cool down #NBA,,,,Basketball doesn’t cool down in summer,0,0,0,8/3/23 8:16,Weibo web version,"['https://wx2.sinaimg.cn/large/bdb60934ly1hgj8naaidug204s0867m9.jpg', 'https://wx4.sinaimg.cn/large/bdb60934ly1hgj8na1nd1j20jv0o9dgv.jpg', 'https://wx4.sinaimg.cn/large/ bdb60934ly1hgj8na22lij20j20qz3zy.jpg']",,
4.93E+15,NcP7d4FP6,3182823732,grains of salt victor,#Gobert三级#Gobert made a three-pointer in the French team's warm-up match and high-fived Fournier. Gobert made 0 of 14 three-pointers in his 10-year NBA career. #basketballsummerdoesn’tcool##2023basketballworldcup#,,,,"Gobert's three-pointer, basketball does not cool down in summer, 2023 Basketball World Cup",0,0,0,8/3/23 8:13,Weibo web version,['https://wx3.sinaimg.cn/large/bdb60934ly1hgj8l5cf1eg204s08jnpe.jpg'],,
4.93E+15,NcP72FEx8,5376787722,Spurs Voice,Spurs player Charles Bassey continues to update his life in his hometown 🎬 #超话综合官# ｜ # Basketball Summer Doesn’t Cool Down # ｜ #NBA星行中国#,,,,"Super Talk Creative Officer, Basketball Doesn’t Cool Down in Summer, NBA Star China",0,0,6,8/3/23 8:12,Spurs super talk,,"http://f.video.weibocdn.com/o0/jRenFRWulx087vyAQAHe01041200kBZ90E010.mp4?label=mp4_720p&template=720x900.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322365&ssig=VVRoCvK HLJ&KID=unistore,video",
4.93E+15,NcP6MEWwI,5662236457,Witness Durant,The new season jerseys are already on sale in the Suns Fan Store #nbaTucaoConference##basketballsummerdoesn’t-cool-down##August Qingliangji#,,,,"nba complaint conference, basketball does not cool down in summer, cool notes in August",0,6,47,8/3/23 8:12,Durant is super talkative,"['https://wx3.sinaimg.cn/large/006bcamtgy1hgj8k5ksiqj31401dzdt7.jpg', 'https://wx2.sinaimg.cn/large/006bcamtgy1hgj8k6lx3ej31401dzgv8.jpg', 'https://wx4.sinaimg.cn/large/ 006bcamtgy1hgj8k4iy3qj31401dz7dc.jpg', 'https://wx2.sinaimg.cn/large/006bcamtgy1hgj8k7lp3pj31401dztic.jpg', 'https://wx4.sinaimg.cn/large/006bcamtgy1hgj8kf215uj3 1401dz49r.jpg']",,
4.93E+15,NcP4JkMBp,1293768870,Luo talks about NBA,"NBA official announcement! Graham was suspended for two games for drunk driving and lost more than $160,000 and will need to be imprisoned for 21 days ONBA official announcement! Graham suspended for two games for drunken driving + lost more than $160,000 and needs 21 days in jail",,,,,0,0,0,8/3/23 8:07,Sina News Client,,,
4.93E+15,NcP4BFRDH,1883881851,NBA,"#NBAThemeWeek# [Classic Review of Assist Week: Malone & Stockton’s long pass] Utah’s double disaster! This duo’s classic collaboration is one you’ll never tire of! Stockton got a rebound in the backcourt and directly sent a long cross-court pass to Malone in the frontcourt, assisting the latter with an easy layup to finish! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",1,2,7,8/3/23 8:06,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/qyxBuCUslx087vya0Jiw01041200fKb10E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322365&ssig=% 2FyfHhB7%2B9L&KID=unistore,video",
4.92E+15,N8O3TypsK,5786819413,WynnMacau,"🤩The exciting moment is finally here❗️❗️It’s tomorrow! ""2023FIBA3x3 Macau Masters"" will start at 💗Wynn. Although the former CBA, NBA🏀basketball god #Yaoming# did not arrive at the scene, he brought full blessings🎉🎉Tomorrow, 14 extraordinary teams from all over the world will compete. Duel to compete for the Macau championship🏆! There will also be an international professional slam dunk and three-point marksman competition! Without further ado, come and watch 👀 #澳门 punch-in guide # # Wynn Macau # #澳门游 # #FIBA # # Basketball #Yao Ming L Wynn Macau WynnMacau's Weibo video",,,,"Yao Ming, Macau check-in guide, Wynn Macau, Macau tourism, FIBA, basketball",0,3,1,7/7/23 22:11,Weibo video account,,"http://f.video.weibocdn.com/o0/X4iqBo6Plx086Pq5Qz0s01041200fmNV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322373&ssig=m% 2BYN8UdazX&KID=unistore,video",
4.92E+15,N8LpChPqs,5407877494,Rocket Bar Weibo,The highest shooting percentage on the team! Aaron Holiday joins the fire front ~ Last season’s 3-point shooting highlights are released! The shooting rate is as high as 41%🔥Stop saying that I am popular and have no shooters~ #basketballsummerdoesn’tcool##Britney hopes the NBA No. 1 pick publicly apologizes#O web link,,,,"Basketball won’t cool down in summer, Britney hopes NBA No. 1 pick publicly apologizes",2,9,34,7/7/23 15:26,Weibo video account,,,
4.92E+15,N8Ldjj5l0,2279435255,The Seventh Young Master of Hua Mansion,"With the deal finally announced, Lively and Prosper will have their first official practice with the team on Friday (previously only one-on-one training and aerobic training were allowed under league regulations) before Saturday's Summer League opener against the Thunder. Very excited, very nervous, all the feelings intertwined. I'm ready to train with the team. It's a little awkward to be on the sidelines and not be able to participate in training, but we've been doing other training and just because I can't be involved in training doesn't mean I can't learn. -- Lively being able to learn from a player (Tyson Chandler) who is so good and knows the position so well is an asset. He was probably tired of my frequent questions. We work a lot on catching the ball, and as a 7-foot-1 big man, I have to be able to use my size to catch the ball. Sometimes you get nervous or overthink things when you're facing smaller defenders, and that's why you need a big guy like TC here, I can ask him, (and he'll tell me) don't be afraid to make mistakes. ——Liveley They will be thrown into the furnace. First, they need to establish a chemical reaction with the other starting players. Both of them will definitely be the starters in the Summer League. In the first Summer League game against the Thunder, there was nothing better than this. A better chance is that there are six or seven players on the NBA roster on the opposite side. - Dudley I'm excited to play, I haven't played 5-on-5 since the combine a few months ago. It's the first time to put on an NBA jersey, which will be even more exciting. It's a little tough just watching from the sidelines, but we've been doing everything we can to stay in shape and we're ready for Friday's training and Saturday's game. - Prosper O Web Link I will keep him (Liveley) ready because you can generally see his learning ability and he is a very good player. The best thing is defensively, he's able to protect the paint, switch and do it all. For them, the mental stuff will outweigh the physical stuff these days, and then they'll play five games in Las Vegas. - Dudley They're both big, and when they come on the scene they bring their size, which I don't think will scare a lot of people, but make them think twice. Drake (Liveley) asked me and Jaden (Hardy) today how we want him to run the pick-and-roll to get us open. I said, as long as you can shake off the defender, I will give you the ball. He said, no, I don't care about myself. He just wanted Jaden and me to get open shots. It's important to hear that in his rookie season and I'm looking forward to getting on the court with these guys. ——McKinley Wright IV’s guests on the sidelines of Wednesday’s practice were TCU coach Jamie Dixon, under whom Mike Myers Jr., the Mavericks’ signing, spent three years in college. There's also University of Georgia coach Tom Crean, whose son Riley is a video analyst for the Mavericks. After practice on Wednesday, the team gathered around Hardy and sang him happy birthday. Hardy is 21 years old. Burns' 80 steals in his freshman season were the second-most on the team. He's a Houston guy: I kind of knew my odds of being drafted were low, but that didn't mean I wasn't a good player compared to anybody. At the end of the day, if I don't score, I don't rebound, but you can see the energy from me. I can ignite some people. I think what I bring is mainly intangible things and energy. I just feel like I can be the glue for this team. Whatever you want me to do, I will do it, I can work hard, I am willing to work hard, and I will even work day and night if you need it. O Web link Last season, Bingham was ready to play for the Texas Legends, the Mavericks G-League affiliate. His jersey number was all set. Then he injured his ankle and required surgery, which took five months. Recovery: I'm still recovering, but I feel great and everything is fine. I've been sitting at home for almost the entire year, so all I need now is to get back up and ready to play a real game. Summer League opener against Holmgren? We all have something to prove. It will be fun to play against a player like that. He's a 7-footer who can shoot in the pick-and-pop and disrupt a lot of shots at the basket. I played with him in preseason camp last year, so I know what he can do. ——McKinley Wright IV Bingham holds the Michigan State school record with 168 blocked shots. The previous record holder was Tillman of the Grizzlies. O's web link undrafted Mike Myers Jr.: I don't have to go anywhere, I grew up 20 minutes away from here, so that's a blessing. Myers is a good player for us because of his aggressiveness, or, attack. - Dudley I'm just playing my game and obviously, everyone knows I'm going to be offensive. It's just that people don't think I can shoot that well. But the truth is I can shoot the ball. I can say I'm a very good shooter. I just want to show everyone my game and show them that I'm a good player. - Miles You can see his basketball IQ, he's been in college longer than most, so he's a good offensive talent, especially in the summer league. ——Dudley I really think he is a very good defender. He has the ability to create matchup advantages and hit open shots, so I think he is a very good defender. He's one of those guys who can hit the shot when space is needed. ——Hardy O web link",,,,,0,1,13,7/7/23 14:56,mavschina super talk,"['https://wx2.sinaimg.cn/large/87dd6bf7gy1hfoc02im02j20u011iad7.jpg', 'https://wx2.sinaimg.cn/large/87dd6bf7gy1hfoc00kxygj21hc0u0nch.jpg', 'https://wx1.sinaimg.cn/large/ 87dd6bf7gy1hfoc00nwk4j21hc0u0k6v.jpg', 'https://wx1.sinaimg.cn/large/87dd6bf7gy1hfoc29iuv0j20u011i0xt.jpg', 'https://wx4.sinaimg.cn/large/87dd6bf7gy1hfoc3ezjugj2 18z0u0wit.jpg', 'https://wx2.sinaimg. cn/large/87dd6bf7gy1hfoc3b0bf4j20u011in33.jpg', 'https://wx4.sinaimg.cn/large/87dd6bf7gy1hfoc3bw2n4j20u011in3u.jpg', 'https://wx4.sinaimg.cn/large/87dd6bf7gy1hfoc39ld h5j20u011iafh.jpg', 'https:// wx1.sinaimg.cn/large/87dd6bf7gy1hfoci91jepj20u011itdb.jpg']",,
4.92E+15,N8KQKc2Xw,7407824937,Cheese Crispy Shrimp Balls_,"After the Suns made continuous reinforcements in July, what is the strength of the lineup? Will Adu have the best chance to win the championship? 1. Ayton, 24 years old, height 213, averaged 18 points per game 2. Durant, 34 years old, height 208, averaged 28.9 points per game 3. Eubanks, 26 years old, height 208, averaged 6.6 points per game 4. Metu, 26 years old, height 206, averaged 4.9 points per game 5. Diop, 27 years old, height 203, averaged 9.7 points per game 6. Yuta Watanabe, 28 years old, height 203, averaged 5.6 points per game 7. Booker, 26 Years old, height 196, averaged 27.8 points per game 8. Lee, 30 years old, height 196, averaged 8.2 points per game 9. Wainwright, 28 years old, height 196, averaged 4.2 points per game 10. Bill, 30 years old, height 193, averaged 8.2 points per game Averaged 23.2 points 11. Okogie, 24 years old, height 193, averaged 7.3 points per game 12. Round-faced Den, 34 years old, height 191, averaged 12.4 points per game 13. Payne, 28 years old, height 185, averaged 10.3 points per game At the beginning of the summer, the Suns spent only 30 million US dollars to acquire a group of outstanding role players, including insiders, 3D players, and shooters. It's quite impressive! This lineup relies on Adu and Booker to organize it, so it may be a little difficult, but overall, it is one of the best in the Western Conference, and the championship is expected #nba#",,,,NBA,0,0,117,7/7/23 14:00,love launch biubiu,['https://wx3.sinaimg.cn/large/0085ktFnly1hfo786wydvj30hs0dcta7.jpg'],,
4.92E+15,N8Kg8s9Sd,2439476215,Lianhong watch pot,"The Cavaliers officially announced the signing of Struss for 63 million in 4 years! Several grassroots players in the Heat began to receive big contracts. Strus came to the Cavaliers in a three-way sign-and-trade deal. With the departure of Vincent, Strus and others, the Heat entered the finals on the outside. The shooter group has disintegrated, and currently only Martin and Dun Luo are left. It is understood that Lowry is not in the Heat's plans. Dun Luo is very likely to be traded away, and Hiero is the main bargaining chip in the Heat's trade market! #nba#",,,,NBA,0,0,141,7/7/23 12:30,iPhone client,['https://wx1.sinaimg.cn/large/916773f7ly1hfo8amwu42j20g00f6ach.jpg'],,
4.92E+15,N8IZPyfJS,6079283622,The Paper Basketball,"The Cavaliers officially announced the signing of Struss for 63 million in 4 years! Several grassroots players in the Heat began to receive big contracts. Strus came to the Cavaliers in a three-way sign-and-trade deal. With the departure of Vincent, Strus and others, the Heat entered the finals on the outside. The shooter group has disintegrated, and currently only Martin and Dun Luo are left. It is understood that Lowry is not in the Heat's plans. Dun Luo is very likely to be traded away, and Hiero is the main bargaining chip in the Heat's trade market! #STRUSSJOINSCAVALIERS##nbaTucaoConference#",,,,"Struss joins Cavaliers, NBA complains at conference",0,0,0,7/7/23 9:17,iPhone 13,['https://wx1.sinaimg.cn/large/006Dq3nEly1hfo2pa2nanj30g00fejtp.jpg'],,
4.92E+15,N8He5w2Kr,6212444187,Basketball burning zone,"According to well-known NBA reporter Zach Lowe, the contract reached by the Lakers and Austin Reeves is a value-for-money extension, which will become one of the most eye-catching contracts in the league. Reeves' contract extension lasts for 4 years and the total amount is only $56 million. This number is almost unbelievable in today's crazy market, and is nearly half the previous rumored 100 million in four years. As an accurate three-point shooter with excellent basketball IQ and good defensive awareness, Reeves' value has already exceeded the contract he signed now, but the Lakers were lucky not to encounter competition in this contract negotiation. The fact that their opponents are raising their prices makes one wonder at their good luck. #nbaTucaoConference##nba#",,,,"NBA Tucao Conference, nba",0,0,0,7/7/23 4:46,NBA Super Talk,['https://wx1.sinaimg.cn/large/006MqMwHgy1hfnuw3pp23j30ry0ilq5y.jpg'],,
4.92E+15,N8G8lamqB,2016776675,new age tv,"[Entertainment Circle] July 7 program preview: The Black Entertainment Television Awards announced the winners, and the body of Julian Sands was found after months of disappearance. The #MeToo movement spawned a new industry, and the NBA's greatest shooter legend appeared on the big screen. ""Entertainment Circle"" will share with you the interesting entertainment stories you most want to know. Let’s take a closer look at the hottest topics in the entertainment industry. Remember to gather together and watch every Friday at 6:45 pm and 10:20 pm, a tour of the entertainment industry! L New Era TV’s Weibo video",,,,,0,0,1,7/7/23 2:00,Weibo video account,,"http://f.video.weibocdn.com/o0/lccLitKxlx086NRhACpW01041200mRmW0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322373&ssig=fJm O2kMCot&KID=unistore,video",
4.93E+15,NcLXU3fhc,2426827050,A car editor,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
